HMM_State_Final,Count,Ret_Mean,PC1_Mean,PC2_Mean
0,2092,-3.904381172546295,-14.69035657273157,3.2077739444140803
1,3819,-1.5823568438456541,-10.342078363342681,-3.9928254447977536
2,2697,-0.062050640109415384,0.012509916825232831,-0.05861256024952843
3,2940,0.006952356150416348,-0.22795730986001828,0.11107488783221607
4,3415,0.02661164067980688,-0.33603166018858305,0.16861230044342373
5,3697,1.9128736185088866,10.664672555727147,3.639949101896561
6,1946,3.901711680685888,16.744774997991627,-2.910199202975976
