State,Count,Ratio,AvgRet_1m_bps,WinRate_1m,AvgRet_5m_bps,WinRate_5m,AvgRet_15m_bps,WinRate_15m,AvgRet_30m_bps,WinRate_30m,AvgRet_60m_bps,WinRate_60m
0,642,0.031155973988158787,4.40655199076249,0.6526479750778816,4.8514211455087315,0.6386292834890965,5.500318890603579,0.6401869158878505,6.683687583373371,0.6546875,9.74048887811477,0.6630094043887147
1,368,0.017858876055517812,-3.622856709688393,0.3695652173913043,-2.4287477764862104,0.3695652173913043,-0.993168928800553,0.40599455040871935,3.1184489572085683,0.45231607629427795,13.762538827265312,0.5382513661202186
2,1883,0.0913811511210327,1.602514393452614,0.5464684014869888,3.271412574378383,0.6032926181625067,6.966667965752807,0.6325013276686139,10.753379244431102,0.648,16.45908194918339,0.7029333333333333
3,16003,0.7766184606425313,0.018840252877940757,0.47119110111236095,0.12997687657231133,0.4909988748593574,0.3848674047881305,0.49774859287054407,0.7701730733503774,0.508505315822389,1.4918941980230922,0.5136960600375234
4,676,0.03280597884111424,-3.1215635327155336,0.3668639053254438,-4.890748285126759,0.34763313609467456,-6.627956035651584,0.38074074074074077,-6.97216861563332,0.42814814814814817,-2.763202604245954,0.5184615384615384
5,357,0.017325050956032224,3.539148172085175,0.6190476190476191,3.5342540760104404,0.6162464985994398,4.56109148956668,0.6302521008403361,6.455116724048932,0.6112676056338028,9.006787240823154,0.6214689265536724
6,677,0.03285450839561293,-4.112870405579299,0.3412112259970458,-3.6865388931253187,0.38847858197932056,-2.7623400833298417,0.3988183161004431,-0.05556591563333136,0.4317507418397626,5.9140386236539495,0.5007429420505201
